doc1,doc2,relations,detail
111,87,2,P361+P361
111,90,3,P527+P361+P361
111,111,3,P527+P361+P361
111,117,2,P361+P361
111,174,2,P361+P361
111,180,2,P361+P361
111,40,2,P361+P361
111,89,2,P527+P361
111,91,2,P527+P361
111,98,2,P527+P361
111,108,3,P527+P361+P361
111,111,4,P527+P361+P361+P361
111,119,2,P361+P361
111,177,2,P527+P361
111,245,2,P361+P361
111,15,4,P527+P361+P361+P279
111,90,4,P527+P361+P361+P279
111,95,2,P527+P279
111,196,2,P527+P279
111,6,3,P527+P361+P361
111,13,2,P527+P361
111,15,5,P527+P361+P361+P279+P361
111,19,3,P527+P361+P361
111,41,2,P527+P361
111,46,3,P527+P361+P361
111,55,2,P527+P361
111,56,3,P527+P361+P361
111,89,3,P527+P361+P361
111,90,5,P527+P361+P361+P279+P361
111,91,3,P527+P361+P361
111,92,3,P527+P361+P361
111,95,3,P527+P279+P361
111,98,3,P527+P361+P361
111,108,4,P527+P361+P361+P361
111,111,5,P527+P361+P361+P361+P361
111,112,3,P527+P361+P361
111,139,2,P527+P361
111,145,3,P527+P361+P361
111,172,2,P527+P361
111,177,3,P527+P361+P361
111,196,3,P527+P279+P361
111,214,2,P527+P361
111,219,2,P527+P361
111,222,2,P527+P361
111,280,2,P527+P361
111,281,2,P527+P361
111,296,2,P527+P361
111,103,2,P361+P3095
111,177,4,P527+P361+P361+P3095
111,245,3,P361+P361+P3095
111,262,2,P361+P3095
111,1,2,P361+P31
111,15,6,P527+P361+P361+P279+P361+P31
111,37,2,P361+P31
111,58,2,P279+P31
111,86,2,P279+P31
111,91,4,P527+P361+P361+P31
111,99,2,P361+P31
111,119,3,P361+P361+P31
111,127,2,P361+P31
111,169,2,P279+P31
111,193,2,P361+P31
111,207,2,P361+P31
111,221,2,P361+P31
111,245,4,P361+P361+P3095+P31
111,250,2,P279+P31
111,260,2,P361+P31
111,262,3,P361+P3095+P31
111,46,4,P527+P361+P361+P279
111,191,2,P361+P279
111,15,7,P527+P361+P361+P279+P361+P31+P31
111,90,6,P527+P361+P361+P279+P361+P31
111,95,4,P527+P279+P361+P31
111,196,4,P527+P279+P361+P31
111,250,3,P279+P31+P31
111,2,2,P361+P279
111,93,2,P3095+P279
111,15,8,P527+P361+P361+P279+P361+P31+P31+P279
111,86,3,P279+P31+P279
111,89,4,P527+P361+P361+P279
111,93,3,P3095+P279+P279
111,121,2,P31+P279
111,123,2,P361+P279
111,177,5,P527+P361+P361+P3095+P279
111,245,5,P361+P361+P3095+P31+P279
111,296,3,P527+P361+P279
112,6,2,P527+P361
112,15,2,P527+P361
112,19,2,P527+P361
112,46,2,P527+P361
112,56,2,P527+P361
112,90,2,P527+P361
112,92,2,P527+P361
112,108,2,P527+P361
112,111,2,P527+P361
112,112,2,P527+P361
112,145,2,P527+P361
116,15,2,P527+P361
116,90,2,P527+P361
116,111,2,P527+P361
117,46,2,P279+P527
117,15,2,P527+P361
117,90,2,P527+P361
117,111,2,P527+P361
117,177,2,P527+P3095
117,103,2,P3095+P279
117,108,2,P527+P279
117,169,2,P279+P279
117,181,2,P279+P279
117,214,2,P527+P279
117,262,2,P3095+P279
119,46,2,P279+P527
119,89,2,P527+P361
119,91,2,P527+P361
119,98,2,P527+P361
119,108,2,P527+P361
119,111,2,P527+P361
119,177,2,P527+P361
119,6,2,P527+P361
119,13,2,P527+P361
119,15,2,P527+P361
119,19,2,P527+P361
119,41,2,P527+P361
119,46,3,P279+P527+P361
119,55,2,P527+P361
119,56,2,P527+P361
119,89,3,P527+P361+P361
119,90,2,P527+P361
119,91,3,P527+P361+P361
119,92,2,P527+P361
119,95,2,P527+P361
119,98,3,P527+P361+P361
119,108,3,P527+P361+P361
119,111,3,P527+P361+P361
119,112,2,P527+P361
119,139,2,P527+P361
119,145,2,P527+P361
119,172,2,P527+P361
119,177,3,P527+P361+P361
119,196,2,P527+P361
119,214,2,P527+P361
119,219,2,P527+P361
119,222,2,P527+P361
119,280,2,P527+P361
119,281,2,P527+P361
119,296,2,P527+P361
119,92,3,P527+P361+P1552
119,108,4,P527+P361+P361+P31
119,207,2,P361+P31
119,214,3,P527+P361+P31
123,46,2,P279+P527
123,46,3,P279+P527+P279
123,191,2,P279+P279
123,89,2,P527+P361
123,91,2,P527+P361
123,98,2,P527+P361
123,108,2,P527+P361
123,111,2,P527+P361
123,177,2,P527+P361
123,177,3,P527+P361+P527
123,207,2,P361+P527
123,92,2,P527+P1552
123,107,2,P279+P279
123,111,3,P527+P361+P279
123,207,3,P361+P527+P279
123,296,2,P527+P279
123,1,2,P279+P361
123,16,2,P279+P361
123,58,2,P279+P361
123,100,2,P279+P361
123,107,3,P279+P279+P361
123,111,4,P527+P361+P279+P361
123,207,4,P361+P527+P279+P361
123,217,2,P279+P361
123,247,2,P279+P361
123,254,2,P279+P361
123,258,2,P279+P361
123,296,3,P527+P279+P361
123,123,2,P527+P279
123,177,4,P527+P361+P527+P279
123,245,2,P361+P279
124,111,2,P279+P279
124,111,3,P279+P279+P279
124,116,2,P279+P279
124,117,2,P279+P279
124,241,2,P279+P279
125,46,2,P279+P527
125,15,2,P527+P31
125,90,2,P527+P31
125,95,2,P527+P31
125,196,2,P527+P31
127,46,2,P279+P527
127,55,2,P279+P527
127,15,2,P527+P31
127,90,2,P527+P31
127,95,2,P527+P31
127,196,2,P527+P31
129,111,2,P279+P279
129,116,2,P279+P279
129,117,2,P279+P279
129,241,2,P279+P279
132,46,2,P279+P527
132,108,2,P527+P279
132,214,2,P527+P279
139,46,2,P279+P361
139,191,2,P279+P361
144,46,2,P279+P527
144,56,2,P527+P279
144,108,2,P527+P279
144,280,2,P527+P279
144,281,2,P527+P279
145,15,2,P361+P527
145,46,2,P279+P527
145,90,2,P361+P527
145,111,2,P361+P527
145,6,2,P527+P361
145,12,2,P361+P361
145,15,3,P361+P527+P361
145,19,2,P527+P361
145,46,3,P279+P527+P361
145,56,2,P527+P361
145,87,2,P361+P361
145,90,3,P361+P527+P361
145,92,2,P527+P361
145,108,2,P527+P361
145,111,3,P361+P527+P361
145,112,2,P527+P361
145,117,2,P361+P361
145,145,2,P527+P361
145,174,2,P361+P361
145,180,2,P361+P361
145,191,2,P279+P361
145,56,3,P527+P361+P279
145,108,3,P527+P361+P279
145,203,2,P361+P279
145,233,2,P361+P279
145,280,2,P527+P279
145,281,2,P527+P279
145,295,2,P361+P279
148,46,2,P279+P527
151,93,2,P279+P279
151,111,2,P279+P279
151,116,2,P279+P279
151,117,2,P279+P279
151,241,2,P279+P279
153,111,2,P279+P279
153,116,2,P279+P279
153,117,2,P279+P279
153,241,2,P279+P279
157,46,2,P279+P527
157,92,2,P527+P1552
160,177,2,P527+P3095
160,93,2,P3095+P279
160,15,2,P527+P279
160,89,2,P527+P279
160,93,3,P3095+P279+P279
160,177,3,P527+P3095+P279
160,245,2,P3095+P279
160,296,2,P527+P279
169,46,2,P279+P279
169,191,2,P279+P279
169,111,2,P279+P279
169,116,2,P279+P279
169,117,2,P279+P279
169,241,2,P279+P279
174,90,2,P527+P186
174,15,2,P527+P31
174,91,2,P527+P31
175,46,2,P527+P279
175,177,2,P527+P3095
175,93,2,P3095+P279
175,15,2,P527+P279
175,89,2,P527+P279
175,93,3,P3095+P279+P279
175,177,3,P527+P3095+P279
175,245,2,P3095+P279
175,296,2,P527+P279
177,12,2,P361+P361
177,15,2,P361+P361
177,46,2,P279+P361
177,87,2,P361+P361
177,90,2,P361+P361
177,107,2,P279+P361
177,111,2,P361+P361
177,117,2,P361+P361
177,174,2,P361+P361
177,180,2,P361+P361
177,191,2,P279+P361
177,6,2,P361+P361
177,15,3,P361+P361+P361
177,19,2,P361+P361
177,46,3,P279+P361+P361
177,56,2,P361+P361
177,90,3,P361+P361+P361
177,92,2,P361+P361
177,108,2,P361+P361
177,111,3,P361+P361+P361
177,112,2,P361+P361
177,145,2,P361+P361
177,123,2,P361+P527
177,177,2,P361+P527
177,262,2,P361+P527
177,92,3,P361+P361+P1552
177,41,2,P361+P425
177,90,4,P361+P361+P361+P425
177,99,2,P361+P425
177,111,4,P361+P361+P361+P425
177,117,3,P361+P361+P425
177,160,2,P361+P425
177,175,2,P361+P425
177,193,2,P361+P425
177,207,2,P527+P425
177,260,2,P361+P425
177,262,3,P361+P527+P425
177,287,2,P361+P425
177,26,2,P361+P279
177,123,3,P361+P527+P279
177,177,3,P361+P527+P279
177,245,2,P361+P279
180,90,2,P527+P186
180,15,2,P527+P31
180,91,2,P527+P31
181,46,2,P279+P279
181,191,2,P279+P279
182,93,2,P279+P279
191,89,2,P527+P361
191,91,2,P527+P361
191,98,2,P527+P361
191,108,2,P527+P361
191,111,2,P527+P361
191,177,2,P527+P361
193,46,2,P279+P527
193,46,3,P279+P527+P279
193,191,2,P279+P279
193,177,2,P527+P3095
193,15,2,P527+P31
193,90,2,P527+P31
193,95,2,P527+P31
193,196,2,P527+P31
196,107,2,P361+P279
207,46,2,P279+P279
207,191,2,P279+P279
207,46,3,P279+P279+P361
207,93,2,P279+P3095
207,177,2,P361+P3095
207,151,2,P279+P279
207,177,3,P361+P3095+P279
207,245,2,P3095+P279
211,93,2,P279+P279
213,46,2,P279+P527
213,56,2,P527+P279
213,108,2,P527+P279
213,280,2,P527+P279
213,281,2,P527+P279
214,46,2,P361+P279
214,191,2,P361+P279
221,46,2,P279+P527
221,55,2,P527+P279
222,46,2,P279+P361
222,191,2,P279+P361
233,46,2,P279+P527
233,15,2,P527+P279
233,90,2,P527+P279
233,95,2,P527+P279
233,196,2,P527+P279
240,111,2,P361+P361
240,107,2,P279+P279
240,111,3,P361+P361+P279
240,207,2,P361+P279
240,1,2,P279+P361
240,16,2,P279+P361
240,58,2,P279+P361
240,100,2,P279+P361
240,107,3,P279+P279+P361
240,111,4,P361+P361+P279+P361
240,207,3,P361+P279+P361
240,217,2,P279+P361
240,247,2,P279+P361
240,254,2,P279+P361
240,258,2,P279+P361
240,296,2,P279+P361
241,87,2,P361+P279
241,262,2,P3095+P279
245,46,2,P279+P527
245,89,2,P527+P361
245,91,2,P527+P361
245,98,2,P527+P361
245,108,2,P527+P361
245,111,2,P527+P361
245,177,2,P527+P361
245,6,2,P527+P361
245,13,2,P527+P361
245,15,2,P527+P361
245,19,2,P527+P361
245,41,2,P527+P361
245,46,3,P279+P527+P361
245,55,2,P527+P361
245,56,2,P527+P361
245,89,3,P527+P361+P361
245,90,2,P527+P361
245,91,3,P527+P361+P361
245,92,2,P527+P361
245,95,2,P527+P361
245,98,3,P527+P361+P361
245,108,3,P527+P361+P361
245,111,3,P527+P361+P361
245,112,2,P527+P361
245,139,2,P527+P361
245,145,2,P527+P361
245,172,2,P527+P361
245,177,3,P527+P361+P361
245,196,2,P527+P361
245,214,2,P527+P361
245,219,2,P527+P361
245,222,2,P527+P361
245,280,2,P527+P361
245,281,2,P527+P361
245,296,2,P527+P361
245,177,4,P527+P361+P361+P527
245,207,2,P361+P527
245,41,3,P527+P361+P425
245,90,3,P527+P361+P425
245,111,4,P527+P361+P361+P425
245,207,3,P361+P527+P425
245,262,2,P527+P425
246,15,2,P527+P279
246,89,2,P527+P279
246,93,2,P279+P279
246,177,2,P527+P279
246,296,2,P527+P279
247,15,2,P361+P31
251,15,2,P527+P31
251,91,2,P527+P31
254,46,2,P279+P279
254,191,2,P279+P279
258,89,2,P527+P527
258,111,2,P527+P527
260,15,2,P361+P527
260,90,2,P361+P527
260,111,2,P361+P527
260,177,2,P527+P3095
262,15,2,P361+P527
262,46,2,P279+P527
262,90,2,P361+P527
262,111,2,P361+P527
262,46,3,P279+P527+P279
262,191,2,P279+P279
262,93,2,P279+P3095
262,177,2,P527+P3095
262,87,2,P361+P279
262,92,2,P527+P279
262,111,3,P361+P527+P279
262,41,2,P527+P425
262,90,3,P361+P527+P425
262,111,4,P361+P527+P279+P425
262,117,2,P361+P425
262,262,2,P3095+P425
262,286,2,P3095+P425
262,151,2,P279+P279
262,177,3,P527+P3095+P279
262,245,2,P3095+P279
269,15,2,P361+P361
269,46,2,P279+P361
269,90,2,P361+P361
269,111,2,P361+P361
273,46,2,P279+P527
275,15,2,P527+P279
275,89,2,P527+P279
275,93,2,P279+P279
275,177,2,P527+P279
275,296,2,P527+P279
277,111,2,P279+P279
277,116,2,P279+P279
277,117,2,P279+P279
277,241,2,P279+P279
277,111,3,P279+P279+P279
277,247,2,P279+P279
277,1,2,P279+P361
277,16,2,P279+P361
277,58,2,P279+P361
277,100,2,P279+P361
277,107,2,P279+P361
277,111,4,P279+P279+P279+P361
277,207,2,P279+P361
277,217,2,P279+P361
277,247,3,P279+P279+P361
277,254,2,P279+P361
277,258,2,P279+P361
277,296,2,P279+P361
278,1,2,P279+P361
278,16,2,P279+P361
278,58,2,P279+P361
278,100,2,P279+P361
278,107,2,P279+P361
278,111,2,P279+P361
278,207,2,P279+P361
278,217,2,P279+P361
278,247,2,P279+P361
278,254,2,P279+P361
278,258,2,P279+P361
278,296,2,P279+P361
285,55,2,P279+P361
286,262,2,P3095+P425
286,286,2,P3095+P425
287,89,2,P527+P527
287,111,2,P527+P527
287,177,2,P527+P3095
287,93,2,P3095+P279
287,15,2,P527+P279
287,89,3,P527+P527+P279
287,93,3,P3095+P279+P279
287,177,3,P527+P3095+P279
287,245,2,P3095+P279
287,296,2,P527+P279
288,46,2,P279+P279
288,191,2,P279+P279
292,111,2,P279+P279
292,116,2,P279+P279
292,117,2,P279+P279
292,241,2,P279+P279
292,247,2,P279+P279
296,46,2,P279+P361
296,191,2,P279+P361
296,92,2,P361+P1552
296,1,2,P361+P31
296,15,2,P361+P31
296,37,2,P361+P31
296,99,2,P361+P31
296,119,2,P361+P31
296,127,2,P361+P31
296,193,2,P361+P31
296,221,2,P361+P31
296,245,2,P361+P31
296,260,2,P361+P31
296,262,2,P361+P31
296,134,2,P31+P2389
